0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.430933503268235207e-02,-7.184203219812855534e-02,7.532697165446223218e-03,7.960298137492886342e-21,-2.835579437428593220e-17
-4.107163409375150795e-04,1.929280050980470562e-01,-2.155260965943856521e-01,2.246034933250777924e-02,-4.107163409375148085e-04,1.377421638308053370e-04
-2.872106710007127448e-03,3.846163591256310799e-01,-4.268622457530036329e-01,4.128628535006451106e-02,-2.872106710007127882e-03,9.596012773079779347e-04
-1.017761259549634749e-02,6.320079410543585352e-01,-6.812141113081449095e-01,4.588613821380829738e-02,-1.017761239367571957e-02,3.320029139970638327e-03
-2.597038872477929611e-02,9.179613751572748281e-01,-9.195396849029610076e-01,-6.364035042789893681e-03,-2.597037531936675220e-02,7.942155999973370822e-03
-5.477499697477210272e-02,1.222277107011022546e+00,-1.068073286965151469e+00,-1.691679057210686565e-01,-5.477476442464662698e-02,1.496083319803105660e-02
-1.030468899952331485e-01,1.524161125278368001e+00,-1.062650593492217910e+00,-4.859522671555538409e-01,-1.030449289521638973e-01,2.441348559817205569e-02
-1.787164870934294658e-01,1.786755558872579419e+00,-8.401408669047093491e-01,-9.839455225255068216e-01,-1.787059357826799033e-01,3.716513581179860942e-02
-2.818416166069645512e-01,1.942662414834324558e+00,-3.248572625442645023e-01,-1.673525139377453952e+00,-2.818009071992439440e-01,5.497906358277743211e-02
-3.313820248319535033e-01,1.890991299690883087e+00,6.066807487301588697e-01,-2.578451375104066301e+00,-3.313015338975771606e-01,7.864962443172485163e-02
-2.420271540823977774e-01,1.609787325225177534e+00,1.996913423249564667e+00,-3.711259566058065840e+00,-2.420639978669102688e-01,1.024256474556262120e-01
-2.173652919607350353e-01,1.751799061309020411e+00,2.473604133929680593e+00,-4.324545874558143765e+00,-2.174375286621473835e-01,9.766663576378943612e-02
-2.206492971772769374e-01,2.029031006791258918e+00,2.797208729054417642e+00,-4.914155526078485714e+00,-2.206040508828611968e-01,8.644285245990054878e-02
-2.405484004713566992e-01,2.377932213527700789e+00,3.026334147295250521e+00,-5.478614789053123602e+00,-2.403174705621163865e-01,7.259371918080853581e-02
-2.304134803429936096e-01,2.722189079210484586e+00,3.219410565815638225e+00,-6.003572184936674105e+00,-2.301227832456974043e-01,6.056799066966148115e-02
-1.896914941476314509e-01,3.022031334215372844e+00,3.436034859963258192e+00,-6.510469823201249007e+00,-1.894159276985690199e-01,5.174272247195732533e-02
-1.356316283192560423e-01,3.254672051271922495e+00,3.713937349461123194e+00,-7.015821834622813391e+00,-1.353818226508006761e-01,4.709165270764696654e-02
-7.924441620029432087e-02,3.388050155656405327e+00,4.065524323291693776e+00,-7.501169605423173792e+00,-7.901614039960558333e-02,4.768241548808362790e-02
-3.331677869206153830e-02,3.391203349248970600e+00,4.486032160804652946e+00,-7.929270593497028230e+00,-3.310220946691261323e-02,5.208408824617328375e-02
-5.210273336518717047e-03,3.264494396313351032e+00,4.976323914999094100e+00,-8.298447362101471825e+00,-4.999495308147514083e-03,5.750148630212410794e-02
1.309157788140466808e-02,3.027227870522230191e+00,5.567343418854010295e+00,-8.657558368105902957e+00,1.330394180349970742e-02,6.263557627239699221e-02
3.239102815638615629e-02,2.675448989687669421e+00,6.344450496162822084e+00,-9.087288425658982760e+00,3.259935453138763928e-02,6.679551142983630729e-02
6.579521666491891518e-02,2.162998876425601846e+00,7.467856028173007310e+00,-9.698133610653899339e+00,6.597100010617767962e-02,6.640630009641872167e-02
1.414421712291641930e-01,1.616585507897702723e+00,8.583666210612976855e+00,-1.024757917704606314e+01,1.414992588737834789e-01,4.601935018756586615e-02
2.917811559578671887e-01,1.204506488540294962e+00,9.127610308367589909e+00,-1.035109441037890043e+01,2.916480302629078647e-01,1.673710446520504727e-02
5.845272505997614054e-01,7.027773952069655827e-01,9.502483859823598777e+00,-1.019852421016990718e+01,5.842295453568369101e-01,-1.074250144805434168e-02
6.847481740072891565e-01,1.973943122491271795e-01,9.719016233450936681e+00,-9.888560640524408640e+00,6.844522125474011842e-01,-2.999366670212639738e-02
6.385088461340748811e-01,-2.209170057603485615e-01,9.911124743968141360e+00,-9.645316770478807200e+00,6.382353837797494212e-01,-4.400355374388772306e-02
5.467023627218281501e-01,-5.468396306616073455e-01,1.010900380648972785e+01,-9.503254480400999071e+00,5.465010969577742683e-01,-5.742667393695501110e-02
4.205483534739025142e-01,-7.910795792875889854e-01,1.029985675740549311e+01,-9.437185199941959368e+00,4.205081514897511807e-01,-7.192457115091135944e-02
2.645907050664324522e-01,-9.738764062398275190e-01,1.046083211559718862e+01,-9.402608560114840586e+00,2.648402719186405685e-01,-8.825763977465650445e-02
8.763327935930184664e-02,-1.112846766757760175e+00,1.057307333811129446e+01,-9.362296421459507911e+00,8.833251038081968431e-02,-1.059960650422238776e-01
-9.708950269415503320e-02,-1.220200953138491640e+00,1.062458593633876269e+01,-9.291767298547567222e+00,-9.576883668651212100e-02,-1.236947429210776828e-01
-2.781675477350388781e-01,-1.306046511247468178e+00,1.061027776861916294e+01,-9.175763572236490973e+00,-2.760531306223970027e-01,-1.397089139545634462e-01
-4.514398518032907148e-01,-1.381450547837742127e+00,1.053224557591968669e+01,-9.005265078390383593e+00,-4.483418023374980965e-01,-1.528650731445224953e-01
-6.204136171014459356e-01,-1.460151255619998034e+00,1.039917155604959653e+01,-8.775042447537069634e+00,-6.160744163015183794e-01,-1.623043233919237160e-01
-7.947962520875148096e-01,-1.559649058797316856e+00,1.022515957843679502e+01,-8.481386447214100954e+00,-7.887960625318904961e-01,-1.666691961894868068e-01
-9.901846498992386003e-01,-1.701746137506958689e+00,1.002954445208774104e+01,-8.121495082461729353e+00,-9.817596777919385120e-01,-1.628523868476807468e-01
-1.226978705591132091e+00,-1.910998227397663118e+00,9.838838015473541532e+00,-7.697258967010485620e+00,-1.214700480917163095e+00,-1.444459442315404463e-01
-1.511040553264552999e+00,-2.205520155026214457e+00,9.687336634812588443e+00,-7.225399154455952377e+00,-1.492651249783606415e+00,-1.034918507251506165e-01
-1.770781605542086856e+00,-2.577813796345584052e+00,9.600936150234312905e+00,-6.740214775074140796e+00,-1.744868058680707268e+00,-4.849978455913843411e-02
-1.921415006523353286e+00,-3.009095023724354334e+00,9.580362389016748637e+00,-6.262520875672076492e+00,-1.889444101569645929e+00,-6.521079577241371827e-03
-1.989046902766203884e+00,-3.494428966737413766e+00,9.635279216655025181e+00,-5.807399087252044900e+00,-1.953115881481727323e+00,1.873211081463606320e-02
-1.995424092964739993e+00,-4.034676834525004807e+00,9.785965324309986002e+00,-5.392126794841376025e+00,-1.957866218033783801e+00,2.920535768564792856e-02
-1.919807219515279106e+00,-4.618278683395654838e+00,1.006790143970934714e+01,-5.061389209547075829e+00,-1.885036838989470276e+00,1.626746744457659155e-02
-1.685926867141641639e+00,-5.209105750976780413e+00,1.055420877249842171e+01,-4.924563521096967378e+00,-1.664833325390082219e+00,-5.159379098160543631e-02
-1.599508852574063944e+00,-5.652325010020422980e+00,1.131915077485435717e+01,-5.207666551661923826e+00,-1.584532067821692536e+00,-8.401476091600840190e-02
-1.627020056894750377e+00,-6.040496243602082593e+00,1.229230885663207040e+01,-5.752709649029183581e+00,-1.609758256186795133e+00,-7.653618050090829628e-02
-1.651030089055348871e+00,-6.535890450477288560e+00,1.362924857215518060e+01,-6.557388827731728043e+00,-1.631300478323861158e+00,-6.877034198607002990e-02
-1.706639471385957840e+00,-7.140070835475105682e+00,1.533578710449512705e+01,-7.645630816110059236e+00,-1.680007172757029599e+00,-4.529910459962580016e-02
-1.837688261082532692e+00,-7.161466297097910605e+00,1.582091732111080162e+01,-8.119402966215947259e+00,-1.793008966481886901e+00,1.644298649463607487e-02
-1.967932308603578262e+00,-7.075204314143124229e+00,1.628384865860549624e+01,-8.679368594048867180e+00,-1.906131635979084082e+00,7.456580663213907556e-02
-2.053223432934908388e+00,-6.954657089727255048e+00,1.670070438625446840e+01,-9.224759113649785291e+00,-1.981615471610112644e+00,1.067003233397778722e-01
-2.120332909628038554e+00,-6.878112647880123554e+00,1.706391751896273590e+01,-9.666739020922312520e+00,-2.041814298008972184e+00,1.298638783677004971e-01
-2.180027492627097718e+00,-6.828876048365736473e+00,1.738077215914354312e+01,-1.003078452292683842e+01,-2.095679557026052020e+00,1.502965656065549660e-01
-2.229603783650313087e+00,-6.780210017191515171e+00,1.765454456541088391e+01,-1.034867451809163974e+01,-2.140705174980090497e+00,1.668551307285717489e-01
-2.266446526420458518e+00,-6.715380682128702539e+00,1.788741064789492441e+01,-1.064040275409579905e+01,-2.174562227089159361e+00,1.784220224643048025e-01
-2.292200505848215997e+00,-6.624810218164750353e+00,1.808287178028811581e+01,-1.091966042933093384e+01,-2.198693164614185847e+00,1.857261608097942329e-01
-2.310828577695059227e+00,-6.503464352260978742e+00,1.824841698078317975e+01,-1.119932844826518625e+01,-2.216572176899253677e+00,1.903877537944485554e-01
-2.326246813231142241e+00,-6.350090923666427578e+00,1.839748789324208289e+01,-1.149442016556214874e+01,-2.231616783652129232e+00,1.938909585974107896e-01
-2.341724336447466026e+00,-6.166753414337808437e+00,1.854872260153866748e+01,-1.182207356136988174e+01,-2.246659838185205871e+00,1.972523083607429784e-01
-2.360294951497674099e+00,-5.957160356706196147e+00,1.872068990268919464e+01,-1.219834405899400842e+01,-2.264309664592283333e+00,2.009756852699275120e-01
-2.385865861217681072e+00,-5.721884637108328064e+00,1.891848897558056208e+01,-1.262997811101106471e+01,-2.287910461983500898e+00,2.052171598486531301e-01
-2.425945950201388701e+00,-5.447916198528804266e+00,1.910656600770784408e+01,-1.309750474355867134e+01,-2.323885422474410323e+00,2.108496589324291848e-01
-2.499721126992379361e+00,-5.098902156095537208e+00,1.918238837284901166e+01,-1.353658552541149440e+01,-2.388669346011992989e+00,2.235869774455166159e-01
-2.667524474372945598e+00,-4.628714053591815869e+00,1.900331089788724626e+01,-1.384784107554262711e+01,-2.534213464782277825e+00,2.659320511144299126e-01
-3.139129858501226611e+00,-3.981608746499353479e+00,1.840355977675943677e+01,-1.391231491817796417e+01,-2.943117313280519731e+00,4.063784479243567893e-01
-3.113923241502704720e+00,-3.422754073755182702e+00,1.791287208533639941e+01,-1.400894965418598481e+01,-2.927723815574469590e+00,3.174857775937675042e-01
-3.036738559444090768e+00,-3.011707798288768778e+00,1.785150880303632803e+01,-1.439030090596985545e+01,-2.866091744251052731e+00,2.205075426273874761e-01
-2.962806084528791128e+00,-2.750583197746921282e+00,1.818238740651429453e+01,-1.501503976963741671e+01,-2.806651448129794169e+00,1.218944648090587862e-01
-2.899599109532748908e+00,-2.697938609952343025e+00,1.888191246888645125e+01,-1.579813510071499749e+01,-2.756203271638287156e+00,2.580422476085823813e-02
-2.842653905365600586e+00,-2.886287269428260416e+00,1.997934618326399203e+01,-1.672801294118087156e+01,-2.710879365738567692e+00,-5.988777857933859361e-02
-2.757479006892090467e+00,-3.111502625002526390e+00,2.109470939735759742e+01,-1.761366804993687296e+01,-2.639062400579349710e+00,-1.261867108928478864e-01
-2.612432111291298042e+00,-3.088913903967391406e+00,2.177561387443667229e+01,-1.830573861353209963e+01,-2.511806118072968719e+00,-1.972071261574853129e-01
-2.447617871702661319e+00,-2.951396270891380791e+00,2.245949625581017983e+01,-1.911962443243030663e+01,-2.367236262584510698e+00,-2.823041741654034320e-01
-2.307694773654498821e+00,-2.788071695086696611e+00,2.320533077448977366e+01,-2.003739460744029088e+01,-2.246585288242588074e+00,-3.835810884757975270e-01
-2.218511903286773279e+00,-2.905536382864283951e+00,2.402008578796899840e+01,-2.076228711507702940e+01,-2.172284265645918921e+00,-4.880722643891280965e-01
-2.188376943361451943e+00,-3.271906235710636324e+00,2.501577094003900470e+01,-2.142114040825654087e+01,-2.151473337571150335e+00,-5.748256746777192783e-01
-2.159340973638675276e+00,-3.870972355849783053e+00,2.645806237710107212e+01,-2.229135266260456660e+01,-2.131265206846583826e+00,-6.589400177382936930e-01
-2.080623966042126405e+00,-4.624104187923340881e+00,2.821160502525883729e+01,-2.329297713940396619e+01,-2.064474445272044711e+00,-7.412774561452347699e-01
-1.875622472862223944e+00,-4.992220369008889769e+00,2.879470183813689488e+01,-2.349220485116246593e+01,-1.878043313189430297e+00,-8.464397910263540270e-01
-1.569756167813827208e+00,-5.402048697264161703e+00,2.937373732900290690e+01,-2.364856569964232236e+01,-1.596625118283717004e+00,-9.901046848957792967e-01
-1.628462714538806200e+00,-5.665842601804492062e+00,3.006623453432345272e+01,-2.405778058440929712e+01,-1.662427821676307094e+00,-1.041414606947712596e+00
-1.654124094430188707e+00,-5.944517198453511675e+00,3.087030843538557079e+01,-2.456370333326533384e+01,-1.696563524516185861e+00,-1.101069336758359052e+00
-1.673902465205605594e+00,-6.290609429773645900e+00,3.189526707293317287e+01,-2.522534880584178651e+01,-1.724986244103754451e+00,-1.161987883469403071e+00
-1.705361447892615567e+00,-6.750638321609446990e+00,3.328037556533840302e+01,-2.614438251468007124e+01,-1.763935756888733497e+00,-1.219583587922389745e+00
-1.779024656415246763e+00,-6.859329603157609867e+00,3.390743443235655263e+01,-2.668093543141967672e+01,-1.841370196442229323e+00,-1.265120932641232487e+00
-1.876000288361832746e+00,-6.809286338722420950e+00,3.442330923474802518e+01,-2.726670343602908986e+01,-1.940838162586009163e+00,-1.305374019774631300e+00
-1.969650174372830964e+00,-6.592051823495000740e+00,3.489397778778321424e+01,-2.797421002598952811e+01,-2.037911490996489050e+00,-1.351271521630075911e+00
-2.027678249939274480e+00,-6.269586035351960795e+00,3.531522242594429883e+01,-2.873124721653272928e+01,-2.102315490829938849e+00,-1.410679141652548152e+00
-2.078627011895568089e+00,-5.980143020708960755e+00,3.570728354493863321e+01,-2.941450924028795555e+01,-2.160452675131427913e+00,-1.468770943392797124e+00
-2.128656736038760933e+00,-5.763174488531705997e+00,3.613113635372067023e+01,-3.004940371892250184e+01,-2.217829955678037201e+00,-1.523752950914616155e+00
-2.166577361732580087e+00,-5.632143019197350498e+00,3.664611576524072944e+01,-3.068669980362804850e+01,-2.263629720508550047e+00,-1.580211911469687536e+00
-2.191526726365613076e+00,-5.610303303147570197e+00,3.732637774002792241e+01,-3.138160897052155818e+01,-2.297012886237225437e+00,-1.640582654375088989e+00
-2.210387921933454347e+00,-5.732477161864833803e+00,3.829371536406133458e+01,-3.222668036258302493e+01,-2.324575333282981937e+00,-1.706854582277001597e+00
-2.240909624260958743e+00,-5.975825082970497526e+00,3.958029091883946649e+01,-3.328956390419329381e+01,-2.363231162568832477e+00,-1.783455831021755422e+00
-2.337991360609503300e+00,-5.797253602307238296e+00,4.004241383637140217e+01,-3.396643883522206409e+01,-2.465173383369120508e+00,-1.856422684243730359e+00
-2.479045734608171347e+00,-5.408967108541036239e+00,4.029582089675784573e+01,-3.464123645337205915e+01,-2.610019563541265519e+00,-1.923932122682994184e+00
-2.705383307522794656e+00,-4.864370599394614025e+00,4.033452336140734928e+01,-3.525062862566046107e+01,-2.838262322129773363e+00,-1.980433933399654567e+00
